FILENAME,LIBRARY,SUPPLIER,URL
"Amb,Industry,Industrial drone,Metal,Clinking.wav",Industrial Exteriors I,Hzandbits,http://www.sonniss.com/sound-effects/industrial-exteriors/
"Amb,Port,Ext,Bulk offload,Engine,Gravel,Clatter,Heavy.wav",Industrial Exteriors I,Hzandbits,http://www.sonniss.com/sound-effects/industrial-exteriors/
"Money,Bills,Hand,Count,Single,relaxed.wav",Money,Hzandbits,http://www.sonniss.com/sound-effects/money/
"Money,Coins,Drop In Cash Register.wav",Money,Hzandbits,http://www.sonniss.com/sound-effects/money/
"Money,Coins,Hand,Count,x4.wav",Money,Hzandbits,http://www.sonniss.com/sound-effects/money/
"Money,Coins,Handle.wav",Money,Hzandbits,http://www.sonniss.com/sound-effects/money/
"Wind,Ext,Alley,Whoosh,Fluctuating slightly,Wire flapping.wav",Urban Winds II,Hzandbits,http://www.sonniss.com/sound-effects/urban-winds-ii/
"Wind,Ext,Marina,Masts,Wires,Buffeting,Whistle,Clank.wav",Urban Winds II,Hzandbits,http://www.sonniss.com/sound-effects/urban-winds-ii/
"Wind,Ext,Marina,Masts,Wires,Whistle,Clank.wav",Urban Winds II,Hzandbits,http://www.sonniss.com/sound-effects/urban-winds-ii/
"Wind,Ext,Whoosh,Whistle,Howl,Ringing.wav",Urban Winds II,Hzandbits,http://www.sonniss.com/sound-effects/urban-winds-ii/
"Wind,Ext,Breeze,Grass,Tall,Rustle,Buffeting.wav",Wind In Trees,Hzandbits,http://www.sonniss.com/sound-effects/wind-trees/
"Wind,Ext,Breeze,Reeds,Rustle,Howl,Whip,Whistle.wav",Wind In Trees,Hzandbits,http://www.sonniss.com/sound-effects/wind-trees/
"Wind,Ext,Breeze,Treeline,Whoosh,Noise,Constant.wav",Wind In Trees,Hzandbits,http://www.sonniss.com/sound-effects/wind-trees/
"Wind,Ext,Gust,Grasslands,Rustle,Buffeting.wav",Wind In Trees,Hzandbits,http://www.sonniss.com/sound-effects/wind-trees/
Pony Blow_03.wav,Shetland Pony Vox,Jack Powell ,http://www.sonniss.com/sound-effects/shetland-pony-vox/
Pony Nicker Heavy_08.wav,Shetland Pony Vox,Jack Powell ,http://www.sonniss.com/sound-effects/shetland-pony-vox/
Pony Nicker Soft_07.wav,Shetland Pony Vox,Jack Powell ,http://www.sonniss.com/sound-effects/shetland-pony-vox/
Pony Whinny Heavy_05.wav,Shetland Pony Vox,Jack Powell ,http://www.sonniss.com/sound-effects/shetland-pony-vox/
hell ambiance 01.wav,Breathing In Hell,JC Audio,http://www.sonniss.com/sound-effects/breathing-hell/
scared breath 12.wav,Breathing In Hell,JC Audio,http://www.sonniss.com/sound-effects/breathing-hell/
Galactic Wind.wav,Deep Galaxy,JC Audio,http://www.sonniss.com/sound-effects/deep-galaxy/
One-shot-B2.wav,Deep Galaxy,JC Audio,http://www.sonniss.com/sound-effects/deep-galaxy/
One-shot-C4.wav,Deep Galaxy,JC Audio,http://www.sonniss.com/sound-effects/deep-galaxy/
One-shot-F3.wav,Deep Galaxy,JC Audio,http://www.sonniss.com/sound-effects/deep-galaxy/
Ball Hit Net.wav,Tennis Balls And Ambience,JC Audio,http://www.sonniss.com/sound-effects/tennis-balls-ambience/
Overhand Serve.wav,Tennis Balls And Ambience,JC Audio,http://www.sonniss.com/sound-effects/tennis-balls-ambience/
Six Rally Shots.wav,Tennis Balls And Ambience,JC Audio,http://www.sonniss.com/sound-effects/tennis-balls-ambience/
Take Your Sits VOX.wav,Tennis Balls And Ambience,JC Audio,http://www.sonniss.com/sound-effects/tennis-balls-ambience/
ALE SPIT HIT FACE_02*.wav,Ultimate Eats and Drinks,Joshua Reinhardt,http://www.sonniss.com/sound-effects/ultimate-eats-drinks/
CHIP GRAB AND EAT CHILD_02*.wav,Ultimate Eats and Drinks,Joshua Reinhardt,http://www.sonniss.com/sound-effects/ultimate-eats-drinks/
PUKE ON GUY_03_04_01*.wav,Ultimate Eats and Drinks,Joshua Reinhardt,http://www.sonniss.com/sound-effects/ultimate-eats-drinks/
WT PEE_01*.wav,Ultimate Eats and Drinks,Joshua Reinhardt,http://www.sonniss.com/sound-effects/ultimate-eats-drinks/
PR ARMY GEAR ROOM_WALK_C414.wav,Ultimate Cloth and Prop Collection,Joshua Reinhardt,http://www.sonniss.com/sound-effects/ultimate-cloth-prop-collection/
PR CHAINS_SCRAPE 4_416.L.wav,Ultimate Cloth and Prop Collection,Joshua Reinhardt,http://www.sonniss.com/sound-effects/ultimate-cloth-prop-collection/
PR LEATHER BACKPACK_JOG_416.L.wav,Ultimate Cloth and Prop Collection,Joshua Reinhardt,http://www.sonniss.com/sound-effects/ultimate-cloth-prop-collection/
PR PURSE LEATHER_SCRAPE 2_416.L.wav,Ultimate Cloth and Prop Collection,Joshua Reinhardt,http://www.sonniss.com/sound-effects/ultimate-cloth-prop-collection/
hydrophone_river 2.wav.wav,Essential Water Sounds Vol. 2,Kevin Durr,http://www.sonniss.com/sound-effects/essential-water-sounds-vol-2/
Lake 3.wav,Essential Water Sounds Vol. 2,Kevin Durr,http://www.sonniss.com/sound-effects/essential-water-sounds-vol-2/
stream 4.wav,Essential Water Sounds Vol. 2,Kevin Durr,http://www.sonniss.com/sound-effects/essential-water-sounds-vol-2/
Water Tunnel 2.wav,Essential Water Sounds Vol. 2,Kevin Durr,http://www.sonniss.com/sound-effects/essential-water-sounds-vol-2/
Freight Train_Oakland 2_NKU100.wav,Freight Trains Vol. 2 - Binaural Recordings,Kevin Durr,http://www.sonniss.com/sound-effects/freight-trains-vol-2-binaural-recordings/
Freight Train_Richmond 7_NKU100.wav,Freight Trains Vol. 2 - Binaural Recordings,Kevin Durr,http://www.sonniss.com/sound-effects/freight-trains-vol-2-binaural-recordings/
train 2_Richmond.wav,Rusty Old Freight Trains Up Close,Kevin Durr,http://www.sonniss.com/sound-effects/rusty-freight-trains-close/
train 4_San Francisco.wav,Rusty Old Freight Trains Up Close,Kevin Durr,http://www.sonniss.com/sound-effects/rusty-freight-trains-close/
Crumbling Printer Paper 9.wav,Victor 1920's Adding Machine,Kevin Durr,http://www.sonniss.com/sound-effects/victor-1920s-adding-machine/
Hand Crank 5.wav,Victor 1920's Adding Machine,Kevin Durr,http://www.sonniss.com/sound-effects/victor-1920s-adding-machine/
Pressing Buttons 6.wav,Victor 1920's Adding Machine,Kevin Durr,http://www.sonniss.com/sound-effects/victor-1920s-adding-machine/
Printer 17.wav,Victor 1920's Adding Machine,Kevin Durr,http://www.sonniss.com/sound-effects/victor-1920s-adding-machine/
Creature_Alien_Death_01.wav,CREATURES ZONE,MatiasMacSD,http://www.sonniss.com/sound-effects/creatures-zone/
Creature_Dragon_Roar_01.wav,CREATURES ZONE,MatiasMacSD,http://www.sonniss.com/sound-effects/creatures-zone/
Creature_Monster_Attack_09.wav,CREATURES ZONE,MatiasMacSD,http://www.sonniss.com/sound-effects/creatures-zone/
Creature_Monster_Pain_01.wav,CREATURES ZONE,MatiasMacSD,http://www.sonniss.com/sound-effects/creatures-zone/
Glitch_Error_Malfunction_018.wav,INACCURACY (GLITCHES),MatiasMacSD,http://www.sonniss.com/sound-effects/inaccuracy_glitches/
Glitch_Error_Malfunction_045.wav,INACCURACY (GLITCHES),MatiasMacSD,http://www.sonniss.com/sound-effects/inaccuracy_glitches/
Glitch_Error_Malfunction_090.wav,INACCURACY (GLITCHES),MatiasMacSD,http://www.sonniss.com/sound-effects/inaccuracy_glitches/
Glitch_Error_Malfunction_120.wav,INACCURACY (GLITCHES),MatiasMacSD,http://www.sonniss.com/sound-effects/inaccuracy_glitches/
Drone_Atmosphere_Mystery_06.wav,INSIDE ATMOSPHERIC ELEMENTS,MatiasMacSD,http://www.sonniss.com/sound-effects/atmospheric-elements/
Drone_Atmosphere_Sci-fi_06.wav,INSIDE ATMOSPHERIC ELEMENTS,MatiasMacSD,http://www.sonniss.com/sound-effects/atmospheric-elements/
Musical Element_Flute_Melodies_01.wav,INSIDE ATMOSPHERIC ELEMENTS,MatiasMacSD,http://www.sonniss.com/sound-effects/atmospheric-elements/
Production Element_Transition_05.wav,INSIDE ATMOSPHERIC ELEMENTS,MatiasMacSD,http://www.sonniss.com/sound-effects/atmospheric-elements/
Upright Piano_Drone_Tension-03.wav,PIANO ZONE_ATMOSPHERIC ELEMENTS,MatiasMacSD,http://www.sonniss.com/sound-effects/piano-zone_atmospheric-elements/
Upright Piano_Drone_Tension-08.wav,PIANO ZONE_ATMOSPHERIC ELEMENTS,MatiasMacSD,http://www.sonniss.com/sound-effects/piano-zone_atmospheric-elements/
Upright Piano_Transition-08.wav,PIANO ZONE_ATMOSPHERIC ELEMENTS,MatiasMacSD,http://www.sonniss.com/sound-effects/piano-zone_atmospheric-elements/
Upright Piano_Transition-13.wav,PIANO ZONE_ATMOSPHERIC ELEMENTS,MatiasMacSD,http://www.sonniss.com/sound-effects/piano-zone_atmospheric-elements/
InterfaceBleep-16.wav,PRESS - INTERFACE SOUNDS,MatiasMacSD,http://www.sonniss.com/sound-effects/press-interface-sounds/
InterfaceBleepGlitch-11.wav,PRESS - INTERFACE SOUNDS,MatiasMacSD,http://www.sonniss.com/sound-effects/press-interface-sounds/
InterfaceButtonDigital-06.wav,PRESS - INTERFACE SOUNDS,MatiasMacSD,http://www.sonniss.com/sound-effects/press-interface-sounds/
InterfaceGlitchInteractionData-32.wav,PRESS - INTERFACE SOUNDS,MatiasMacSD,http://www.sonniss.com/sound-effects/press-interface-sounds/
Reverse_Production Element_Bells-001.wav,REVERSE_PRODUCTION ELEMENTS,MatiasMacSD,http://www.sonniss.com/sound-effects/reverse_production-elements/
Reverse_Production Element_Guitar-Piano-Thunder Drum-Bullet Shell-001.wav,REVERSE_PRODUCTION ELEMENTS,MatiasMacSD,http://www.sonniss.com/sound-effects/reverse_production-elements/
Reverse_Production Element_Piano-001.wav,REVERSE_PRODUCTION ELEMENTS,MatiasMacSD,http://www.sonniss.com/sound-effects/reverse_production-elements/
Reverse_Production Element_Sigh-Piano-Guitar-Bells-003.wav,REVERSE_PRODUCTION ELEMENTS,MatiasMacSD,http://www.sonniss.com/sound-effects/reverse_production-elements/
Robot_Footstep_Single_v2_01.wav,THE MACHINES 2_ROBOTIC SOUNDS,MatiasMacSD,http://www.sonniss.com/sound-effects/machines-2_robotic-sounds/
Robot_Footstep_Single_v3_02.wav,THE MACHINES 2_ROBOTIC SOUNDS,MatiasMacSD,http://www.sonniss.com/sound-effects/machines-2_robotic-sounds/
Robot_Movement_Mechanical Parts_14.wav,THE MACHINES 2_ROBOTIC SOUNDS,MatiasMacSD,http://www.sonniss.com/sound-effects/machines-2_robotic-sounds/
Robot_Power On_03.wav,THE MACHINES 2_ROBOTIC SOUNDS,MatiasMacSD,http://www.sonniss.com/sound-effects/machines-2_robotic-sounds/
Weapon Bomb Explosion Sci-Fi Plasma-04.wav,THE WEAPONS - SCI-FI WEAPONS,MatiasMacSD,http://www.sonniss.com/sound-effects/weapons_sci-fi-weapons/
Weapon Reload-16.wav,THE WEAPONS - SCI-FI WEAPONS,MatiasMacSD,http://www.sonniss.com/sound-effects/weapons_sci-fi-weapons/
Weapon Shot Blaster-06.wav,THE WEAPONS - SCI-FI WEAPONS,MatiasMacSD,http://www.sonniss.com/sound-effects/weapons_sci-fi-weapons/
Weapon Shot Spaceship Super Blaster-04.wav,THE WEAPONS - SCI-FI WEAPONS,MatiasMacSD,http://www.sonniss.com/sound-effects/weapons_sci-fi-weapons/
"Ice,Block,Crack,Distant,Medium_03.wav",Glacier Ice,Mattia Cellotto,http://www.sonniss.com/sound-effects/glacier-ice/
"Ice,Impact,Large,Slide_18.wav",Glacier Ice,Mattia Cellotto,http://www.sonniss.com/sound-effects/glacier-ice/
"Ice,Impact,Medium,Slide_04.wav",Glacier Ice,Mattia Cellotto,http://www.sonniss.com/sound-effects/glacier-ice/
"Iceberg,Designed,Impact,Crack,Shatter,Huge_08.wav",Glacier Ice,Mattia Cellotto,http://www.sonniss.com/sound-effects/glacier-ice/
"Acid,Drop,Harsh,Sizzle,Burn,Melt,Corrosion_03.wav",Water Volumes,Mattia Cellotto,http://www.sonniss.com/sound-effects/water-volumes/
"Dry,Ice,Bubbling,Medium,Intensity,Liquid,Loop_01.wav",Water Volumes,Mattia Cellotto,http://www.sonniss.com/sound-effects/water-volumes/
"Sci-fi,Water,Hit,Punch,Impact,Bubbles,Granular,Set-B_16.wav",Water Volumes,Mattia Cellotto,http://www.sonniss.com/sound-effects/water-volumes/
"Water,Inlet,Wash,Bubbling,Between,Rocks,Liquid,Bubbles,Loop_01.wav",Water Volumes,Mattia Cellotto,http://www.sonniss.com/sound-effects/water-volumes/
Crumbling Rock Slide_RBDII 07.wav,"Rock,Brick and Dirt - Part 02",Mechanical Wave,http://www.sonniss.com/sound-effects/rockbrick-and-dirt-part-02/
Hit Rock into Gravel_RBDII 06.wav,"Rock,Brick and Dirt - Part 02",Mechanical Wave,http://www.sonniss.com/sound-effects/rockbrick-and-dirt-part-02/
Multiple Rock Hit Dirt_RBDII 07.wav,"Rock,Brick and Dirt - Part 02",Mechanical Wave,http://www.sonniss.com/sound-effects/rockbrick-and-dirt-part-02/
Rock Hit and Bounce Dirt_RBDII 06.wav,"Rock,Brick and Dirt - Part 02",Mechanical Wave,http://www.sonniss.com/sound-effects/rockbrick-and-dirt-part-02/
large gear 02 metal wood slow 8040.wav,Elements - Gears,Mindful Audio,http://www.sonniss.com/sound-effects/elements-gears/
large gear 03 metal slow 8040.wav,Elements - Gears,Mindful Audio,http://www.sonniss.com/sound-effects/elements-gears/
small gear 13 plastic metal slow.wav,Elements - Gears,Mindful Audio,http://www.sonniss.com/sound-effects/elements-gears/
small gear 15 plastic fast.wav,Elements - Gears,Mindful Audio,http://www.sonniss.com/sound-effects/elements-gears/
ice blocks movement dragging 01.wav,Elements - Ice,Mindful Audio,http://www.sonniss.com/sound-effects/elements-ice/
thick ice hits impacts debris bright 03.wav,Elements - Ice,Mindful Audio,http://www.sonniss.com/sound-effects/elements-ice/
thin ice cracks crunchy 06.wav,Elements - Ice,Mindful Audio,http://www.sonniss.com/sound-effects/elements-ice/
thin ice creaks.wav,Elements - Ice,Mindful Audio,http://www.sonniss.com/sound-effects/elements-ice/
MAFX005 wire fence contact mic wind 19.WAV,Metal Atmosphere,Mindful Audio,http://www.sonniss.com/sound-effects/metal-atmosphere/
MAFX005 wire fence contact mic wind 23.WAV,Metal Atmosphere,Mindful Audio,http://www.sonniss.com/sound-effects/metal-atmosphere/
"MEDIEVAL, Smithy - 08 - Anvil hits - Tree hits.wav","MEDIEVAL, Smithy",Mononeshot,http://www.sonniss.com/sound-effects/medieval-smithy/
"MEDIEVAL, Smithy - 24 - Bellows - Fire, oven accent.wav","MEDIEVAL, Smithy",Mononeshot,http://www.sonniss.com/sound-effects/medieval-smithy/
AMBIENCE-CITY-SPAIN-BARCELONA-EXT-DAY-SAGRADA FAMILIA-CHURCH-BELLS MUSIC.WAV,Barcelona City Ambiences,Monte Sound,http://www.sonniss.com/sound-effects/barcelona-city-ambiences/
AMBIENCE-CITY-SPAIN-BARCELONA-EXT-EARLY MORNING DAY-BACK ALLEY.WAV,Barcelona City Ambiences,Monte Sound,http://www.sonniss.com/sound-effects/barcelona-city-ambiences/
AMBIENCE-AUSTRIA-VIENNA-EXT-DAY-OUTDOOR SUBWAY ARRIVES IN DISTANCE.wav,Vienna City Ambiences,Monte Sound,http://www.sonniss.com/sound-effects/vienna-city-ambiences/
AMBIENCE-AUSTRIA-VIENNA-EXT-DAY-SIDE STREET-01.wav,Vienna City Ambiences,Monte Sound,http://www.sonniss.com/sound-effects/vienna-city-ambiences/
AMBIENCE-AUSTRIA-VIENNA-INT-DAY-SUBWAY RIDE.wav,Vienna City Ambiences,Monte Sound,http://www.sonniss.com/sound-effects/vienna-city-ambiences/
AMBIENCE-AUSTRIA-VIENNA-INT-DAY-SUBWAY STATION-03.wav,Vienna City Ambiences,Monte Sound,http://www.sonniss.com/sound-effects/vienna-city-ambiences/
_017_AMB_INT_LISBON_BUS RIDET.wav,Atmospheres of Lisbon,Monte Sound,http://www.sonniss.com/sound-effects/atmospheres-lisbon/
_020_AMB_EXT_LISBON_CROWD_CONSTRUCTIONT.wav,Atmospheres of Lisbon,Monte Sound,http://www.sonniss.com/sound-effects/atmospheres-lisbon/
_029_AMB_INT_LISBON_MUSEUM RECEPTIONT.wav,Atmospheres of Lisbon,Monte Sound,http://www.sonniss.com/sound-effects/atmospheres-lisbon/
_039_AMB_EXT_LISBON_SMALL NEIGHBOURHOOD_TALKING LADIEST.wav,Atmospheres of Lisbon,Monte Sound,http://www.sonniss.com/sound-effects/atmospheres-lisbon/
FRST - Amb Forest 2.wav,"Colombia, Caribbean Coast",Nikkö Barrera-Amaya,http://www.sonniss.com/sound-effects/colombia-caribbean-coast/
FRST - Cave River 1.wav,"Colombia, Caribbean Coast",Nikkö Barrera-Amaya,http://www.sonniss.com/sound-effects/colombia-caribbean-coast/
WAVES - Beach Medium Waves Near.wav,"Colombia, Caribbean Coast",Nikkö Barrera-Amaya,http://www.sonniss.com/sound-effects/colombia-caribbean-coast/
WAVES - Beach Waves in Hole.wav,"Colombia, Caribbean Coast",Nikkö Barrera-Amaya,http://www.sonniss.com/sound-effects/colombia-caribbean-coast/
BREAK_HIT_Celery_2.wav,Vegetable Madness,Nikkö Barrera-Amaya,http://www.sonniss.com/sound-effects/vegetable-madness/
BREAK_Spatula_Cabbage_3.wav,Vegetable Madness,Nikkö Barrera-Amaya,http://www.sonniss.com/sound-effects/vegetable-madness/
SQUEEZE_Egg_2.wav,Vegetable Madness,Nikkö Barrera-Amaya,http://www.sonniss.com/sound-effects/vegetable-madness/
SQUEEZE_Tomato_8.wav,Vegetable Madness,Nikkö Barrera-Amaya,http://www.sonniss.com/sound-effects/vegetable-madness/
Alfa_4C_t11_ext_passbys_gearchanges_approach_stop_RSM191.wav,Alfa Romeo 4C 2016,Pole Position,http://www.sonniss.com/sound-effects/alfa-romeo-4c-2016/
Alfa_4C_t16_onbrd_foley_horn_DPA4061_interior.wav,Alfa Romeo 4C 2017,Pole Position,http://www.sonniss.com/sound-effects/alfa-romeo-4c-2016/
Alfa_Romeo_159_SW_t1_onboard_startup_idle_blip_steadies_shutdown_Engine_1.wav,Alfa Romeo 4C 2018,Pole Position,http://www.sonniss.com/sound-effects/alfa-romeo-4c-2016/
VAB_t4_exterior_fast_startup_away_passby_approach_stop_shutdown_CSS5.wav,APC Renault VAB,Pole Position,http://www.sonniss.com/sound-effects/apc-renault-vab/
VAB_t5_onboard_fast_driving_gearshifts_rear_compartment_interior_MKH8020.wav,APC Renault VAB,Pole Position,http://www.sonniss.com/sound-effects/apc-renault-vab/
VAB_t8_exterior_fast_distant_forward_reverse_D50.wav,APC Renault VAB,Pole Position,http://www.sonniss.com/sound-effects/apc-renault-vab/
BMW_Z4_GT3_t1_onboard_startup_exit_pit_warmup_enter_pit_shutdown_engine_1.wav,BMW Z4 GT3 racecar,Pole Position,http://www.sonniss.com/sound-effects/bmw-z4-gt3-racecar/
BMW_Z4_GT3_t1_onboard_startup_exit_pit_warmup_enter_pit_shutdown_intake.wav,BMW Z4 GT3 racecar,Pole Position,http://www.sonniss.com/sound-effects/bmw-z4-gt3-racecar/
BMW_Z4_GT3_t6_wild_foley_wheel_machine_interior.wav,BMW Z4 GT3 racecar,Pole Position,http://www.sonniss.com/sound-effects/bmw-z4-gt3-racecar/
mercedes_benz_dropped_1m_on_concrete_ls-5_2.wav,"Car Debris, Impacts & Crashes",Pole Position,http://www.sonniss.com/sound-effects/car-debris-impacts-crashes/
peugeot_106_dropped_5m_on_metal_plates_zaxcom_holophone_1.wav,"Car Debris, Impacts & Crashes",Pole Position,http://www.sonniss.com/sound-effects/car-debris-impacts-crashes/
peugeot_106_dropped_10m_on_metal_plates_zaxcom_191_1_S.wav,"Car Debris, Impacts & Crashes",Pole Position,http://www.sonniss.com/sound-effects/car-debris-impacts-crashes/
Chrysler_TC_t1_onboard_startup_various_acceleration_deceleration_gearing_shutdown_interior.wav,Chrysler Town & Country 3.6L VVT,Pole Position,http://www.sonniss.com/sound-effects/chrysler-town-country-3-6l-vvt/
Chrysler_TC_t3_exterior_startup_aways_passbys_approaches_stops_shutdowns_various_speeds_shotgun.wav,Chrysler Town & Country 3.6L VVT,Pole Position,http://www.sonniss.com/sound-effects/chrysler-town-country-3-6l-vvt/
Chrysler_TC_t4_exterior_startup_away_approach_stop_shutdown_shotgun.wav,Chrysler Town & Country 3.6L VVT,Pole Position,http://www.sonniss.com/sound-effects/chrysler-town-country-3-6l-vvt/
Pantera_BMW_t4_onbrd_startup_accels_decels_gearing_shutdown_exhaust_close.wav,De Tomaso Pantera 1972 with BMW Alpina V8,Pole Position,http://www.sonniss.com/sound-effects/de-tomaso-pantera-1972-bmw-alpina-v8/
Pantera_BMW_t5_onbrd_startup_var_driving_shutdown_engine_back.wav,De Tomaso Pantera 1972 with BMW Alpina V9,Pole Position,http://www.sonniss.com/sound-effects/de-tomaso-pantera-1972-bmw-alpina-v8/
Pantera_BMW_t6_onbrd_horn_interior.wav,De Tomaso Pantera 1972 with BMW Alpina V10,Pole Position,http://www.sonniss.com/sound-effects/de-tomaso-pantera-1972-bmw-alpina-v8/
Ford_LTD_t2_ext_medium_passbys_forward_stop_reverse_CSS5.wav,Ford Ltd Crown Victoria 1990,Pole Position,http://www.sonniss.com/sound-effects/ford-crown-victoria-1990/
Ford_LTD_t2_onbrd_medium_startup_driving_forward_reverse_shutdown_MKH8020_interior.wav,Ford Ltd Crown Victoria 1990,Pole Position,http://www.sonniss.com/sound-effects/ford-crown-victoria-1990/
Ford_LTD_t11_foley_gear_shifter_ext_RSM191_XY.wav,Ford Ltd Crown Victoria 1990,Pole Position,http://www.sonniss.com/sound-effects/ford-crown-victoria-1990/
Bearcat_t5_onbrd_flybys_cockpit.wav,Grumman F8F Bearcat,Pole Position,http://www.sonniss.com/sound-effects/grumman-f8f-bearcat/
Grumman_F6F_Hellcat_t4_onboard_wild_foley_on_dashboard_R.wav,Grumman F8F Bearcat,Pole Position,http://www.sonniss.com/sound-effects/grumman-f8f-bearcat/
Husaberg_500cc_t1_Exterior_Startup_Blips_Idle_Steadies_In_Neutral_Shutdown_Shotgun_XY.wav,Husaberg FE501 500cc 2013 dirtbike,Pole Position,http://www.sonniss.com/sound-effects/husaberg-fe501-500cc-2013-dirtbike/
Husaberg_500cc_t2_Exterior_Startup_Away_Passbys_Approach_Stop_Shutdown_ORTF.wav,Husaberg FE501 500cc 2013 dirtbike,Pole Position,http://www.sonniss.com/sound-effects/husaberg-fe501-500cc-2013-dirtbike/
Husaberg_500cc_t3_Onboard_Ramps_Cooler.wav,Husaberg FE501 500cc 2013 dirtbike,Pole Position,http://www.sonniss.com/sound-effects/husaberg-fe501-500cc-2013-dirtbike/
Machine_2_mono_02.wav,Hydraulics & Pneumatics Library,Pole Position,http://www.sonniss.com/sound-effects/hydraulics-pneumatics-library/
Machine_6_mono_06.wav,Hydraulics & Pneumatics Library,Pole Position,http://www.sonniss.com/sound-effects/hydraulics-pneumatics-library/
Robot_1_axle_1_speed_-1_MKH8060.wav,Hydraulics & Pneumatics Library,Pole Position,http://www.sonniss.com/sound-effects/hydraulics-pneumatics-library/
M1_Corbitt_t1_onbrd_startup_idle_shutdown_interior_RSM191_XY.wav,M1 Corbitt Prime Mover Cargo Truck,Pole Position,http://www.sonniss.com/sound-effects/m1-corbitt-prime-mover-cargo-truck/
M1_Corbitt_t2_onbrd_startup_blips_shutdown_flatbed_MKH418S_S.wav,M1 Corbitt Prime Mover Cargo Truck,Pole Position,http://www.sonniss.com/sound-effects/m1-corbitt-prime-mover-cargo-truck/
M1_Corbitt_t11_ext_passby_DPA4011.wav,M1 Corbitt Prime Mover Cargo Truck,Pole Position,http://www.sonniss.com/sound-effects/m1-corbitt-prime-mover-cargo-truck/
M8_t2_onbrd_startup_blips_steady_rpms_in_neutral_shutdown_engine_PZM.wav,M8 Greyhound Armored Car,Pole Position,http://www.sonniss.com/sound-effects/m8-greyhound-armored-car/
M8_t3_ext_passby_stop_turnaround_away_var_speeds_Schoeps.wav,M8 Greyhound Armored Car,Pole Position,http://www.sonniss.com/sound-effects/m8-greyhound-armored-car/
M8_t8_onbrd_var_driving_engine_DPA4061.wav,M8 Greyhound Armored Car,Pole Position,http://www.sonniss.com/sound-effects/m8-greyhound-armored-car/
B-25_t1_ext_startup_idle_below_plane.wav,North American B-25 Mitchell,Pole Position,http://www.sonniss.com/sound-effects/north-american-b-25-mitchell/
B-25_t4_int_startup_taxiing_cockpit_front.wav,North American B-25 Mitchell,Pole Position,http://www.sonniss.com/sound-effects/north-american-b-25-mitchell/
B-25_t9_int_foley_bomb_door_open_close_flaps_rear_door_front_door_window_horn_breaks_switches_cockpit_rear.wav,North American B-25 Mitchell,Pole Position,http://www.sonniss.com/sound-effects/north-american-b-25-mitchell/
Saab_99_t7_ext_fast_approach_stop_reversing_away_passbys_ORTF.wav,SAAB 99 GL 1976,Pole Position,http://www.sonniss.com/sound-effects/saab-99-gl-1976/
Saab_99_t9_ext_passbys_gearshifting_ORTF.wav,SAAB 99 GL 1976,Pole Position,http://www.sonniss.com/sound-effects/saab-99-gl-1976/
Saab_99_t15_foley_door_open_close_interior_onbrd_engine_right.wav,SAAB 99 GL 1976,Pole Position,http://www.sonniss.com/sound-effects/saab-99-gl-1976/
warfare_t1b_cannon_firing_forest_distant_MKH8060_2.wav,The Warfare Library,Pole Position,http://www.sonniss.com/sound-effects/warfare-sound-effects-library/
warfare_t2_mg_firing_close_projectile_tail_large_field_Telinga_w_MKH8020_or_MKH8060.wav,The Warfare Library,Pole Position,http://www.sonniss.com/sound-effects/warfare-sound-effects-library/
warfare_t3_mg_whizzes_ricochets_bullet_cracks_M10.wav,The Warfare Library,Pole Position,http://www.sonniss.com/sound-effects/warfare-sound-effects-library/
Ural_4320_t7_ext_startup_away_passby_approach_stop.wav,Ural 4320,Pole Position,http://www.sonniss.com/sound-effects/ural-4320/
Ural_4320_t12_onbrd_various_driving_manouvers_interior.wav,Ural 4320,Pole Position,http://www.sonniss.com/sound-effects/ural-4320/
Ural_4320_t15_ext_horn_passby_XY.wav,Ural 4320,Pole Position,http://www.sonniss.com/sound-effects/ural-4320/
Volvo_dump_truck_t1_ext_startup_idle_blips_steady_rpms_shutdown_RSM191.wav,Volvo A30E dump truck,Pole Position,http://www.sonniss.com/sound-effects/volvo-a30e-dump-truck/
Volvo_dump_truck_t6_ext_flatbed_tilt_up_and_down_Schoeps.wav,Volvo A30E dump truck,Pole Position,http://www.sonniss.com/sound-effects/volvo-a30e-dump-truck/
Volvo_dump_truck_t7_ext_horn_idle_shutdown_Schoeps.wav,Volvo A30E dump truck,Pole Position,http://www.sonniss.com/sound-effects/volvo-a30e-dump-truck/
Volvo_F12_truck_t1_exterior_medium_passby_DPA4021.wav,Volvo F12 truck 1992,Pole Position,http://www.sonniss.com/sound-effects/volvo-f12-truck-1992/
Volvo_F12_truck_t2_onboard_slow_accel_through_gears.Long_decel_Interior.wav,Volvo F12 truck 1992,Pole Position,http://www.sonniss.com/sound-effects/volvo-f12-truck-1992/
Volvo_F12_truck_t11_exterior_slow_passby_Neumann.RSM191.wav,Volvo F12 truck 1992,Pole Position,http://www.sonniss.com/sound-effects/volvo-f12-truck-1992/
Scarab_34_t2_ext_startup_approach_away_shutdown_shotgun_M.wav,Wellcraft Scarab 34,Pole Position,http://www.sonniss.com/sound-effects/wellcraft-scarab-34/
Scarab_34_t2_onbrd_startup_accels_shutdown_engine_back_wall.wav,Wellcraft Scarab 34,Pole Position,http://www.sonniss.com/sound-effects/wellcraft-scarab-34/
